path,rel_path,label,label_name,pair,generator_id,benchmark,missing,content_path,target
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-ba73da46-9e5c-5739-abef-c90fe2406aea.mp4,Pair1\vc2\vc2\vc-ba73da46-9e5c-5739-abef-c90fe2406aea.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-ba73da46-9e5c-5739-abef-c90fe2406aea.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-fd1c0be6-3ea0-504d-a8eb-3124d364ce30.mp4,Pair1\vc2\vc2\vc-fd1c0be6-3ea0-504d-a8eb-3124d364ce30.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-fd1c0be6-3ea0-504d-a8eb-3124d364ce30.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-560931d1-903d-56e8-87ac-149535967748.mp4,Pair1\t2vz\t2vz\t2vz-560931d1-903d-56e8-87ac-149535967748.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-560931d1-903d-56e8-87ac-149535967748.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-10f4cf37-bc88-59ab-a946-4fd0f3368410.mp4,Pair1\t2vz\t2vz\t2vz-10f4cf37-bc88-59ab-a946-4fd0f3368410.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-10f4cf37-bc88-59ab-a946-4fd0f3368410.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\pika\pika\pika-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,Pair1\pika\pika\pika-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,1,fake,Pair1,pika,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_pika_pika_pika-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\03657___a computer screen showing a page with a picture on it.mp4,Pair2\cogvideo\cogvideo\03657___a computer screen showing a page with a picture on it.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_03657__a_computer_screen_showing_a_page_with_a_picture_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\07832___a white letter e on a purple background.mp4,Pair2\cogvideo\cogvideo\07832___a white letter e on a purple background.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_07832__a_white_letter_e_on_a_purple_background.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-0a0e36af-7512-5f96-b85a-5221fc0c267e.mp4,Pair1\vc2\vc2\vc-0a0e36af-7512-5f96-b85a-5221fc0c267e.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-0a0e36af-7512-5f96-b85a-5221fc0c267e.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-ed905ae2-ee34-529c-a804-3ce2d5e7e939.mp4,Pair1\t2vz\t2vz\t2vz-ed905ae2-ee34-529c-a804-3ce2d5e7e939.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-ed905ae2-ee34-529c-a804-3ce2d5e7e939.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,Pair1\vc2\vc2\vc-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\03015___a box of a toy ice cream maker for kids.mp4,Pair2\mora\mora\03015___a box of a toy ice cream maker for kids.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_03015__a_box_of_a_toy_ice_cream_maker_for_kids.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\ms\ms\ms-25580f7b-c375-508d-9bb3-0cb7e318744a.mp4,Pair1\ms\ms\ms-25580f7b-c375-508d-9bb3-0cb7e318744a.mp4,1,fake,Pair1,ms,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_ms_ms_ms-25580f7b-c375-508d-9bb3-0cb7e318744a.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\01698___a screen shot of an image in adobe illustrator.mp4,Pair2\mora\mora\01698___a screen shot of an image in adobe illustrator.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_01698__a_screen_shot_of_an_image_in_adobe_illustrator.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-8eeeefe2-5303-5ec2-895d-394d73ded281.mp4,Pair1\t2vz\t2vz\t2vz-8eeeefe2-5303-5ec2-895d-394d73ded281.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-8eeeefe2-5303-5ec2-895d-394d73ded281.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-a48b75cf-0aba-57f5-99ec-7a8ca28edaee.mp4,Pair1\vc2\vc2\vc-a48b75cf-0aba-57f5-99ec-7a8ca28edaee.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-a48b75cf-0aba-57f5-99ec-7a8ca28edaee.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-0a0e36af-7512-5f96-b85a-5221fc0c267e.mp4,Pair1\t2vz\t2vz\t2vz-0a0e36af-7512-5f96-b85a-5221fc0c267e.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-0a0e36af-7512-5f96-b85a-5221fc0c267e.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\13433___a refrigerator filled with eggs and milk.mp4,Pair2\mora\mora\13433___a refrigerator filled with eggs and milk.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_13433__a_refrigerator_filled_with_eggs_and_milk.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\svd\svd\02120___a close up of the inside of a microwave.mp4,Pair2\svd\svd\02120___a close up of the inside of a microwave.mp4,1,fake,Pair2,svd,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_svd_svd_02120__a_close_up_of_the_inside_of_a_microwave.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\04343___a screenshot of a video game.mp4,Pair2\mora\mora\04343___a screenshot of a video game.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_04343__a_screenshot_of_a_video_game.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-7b1711ba-3c30-539f-8ba7-5dff10e848c6.mp4,Pair1\t2vz\t2vz\t2vz-7b1711ba-3c30-539f-8ba7-5dff10e848c6.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-7b1711ba-3c30-539f-8ba7-5dff10e848c6.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\07835___an iphone sitting on a table in a dark room.mp4,Pair2\mora\mora\07835___an iphone sitting on a table in a dark room.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_07835__an_iphone_sitting_on_a_table_in_a_dark_room.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\08566___a close up of a metal cylinder with a gauge on it.mp4,Pair2\mora\mora\08566___a close up of a metal cylinder with a gauge on it.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_08566__a_close_up_of_a_metal_cylinder_with_a_gauge_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\svd\svd\00797___a close up of a bathroom sink.mp4,Pair2\svd\svd\00797___a close up of a bathroom sink.mp4,1,fake,Pair2,svd,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_svd_svd_00797__a_close_up_of_a_bathroom_sink.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\00400___a stone archway with a clock on it.mp4,Pair2\cogvideo\cogvideo\00400___a stone archway with a clock on it.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_00400__a_stone_archway_with_a_clock_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\09705___a screen shot of a character in a game.mp4,Pair2\mora\mora\09705___a screen shot of a character in a game.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_09705__a_screen_shot_of_a_character_in_a_game.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\musev\musev\03689___the reflection of a cat in the window of a car.mp4,Pair2\musev\musev\03689___the reflection of a cat in the window of a car.mp4,1,fake,Pair2,musev,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_musev_musev_03689__the_reflection_of_a_cat_in_the_window_of_a_car.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\ms\ms\ms-a48b75cf-0aba-57f5-99ec-7a8ca28edaee.mp4,Pair1\ms\ms\ms-a48b75cf-0aba-57f5-99ec-7a8ca28edaee.mp4,1,fake,Pair1,ms,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_ms_ms_ms-a48b75cf-0aba-57f5-99ec-7a8ca28edaee.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\svd\svd\10018___a black background with some logos on it.mp4,Pair2\svd\svd\10018___a black background with some logos on it.mp4,1,fake,Pair2,svd,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_svd_svd_10018__a_black_background_with_some_logos_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\04455___a green plant growing inside of a cage.mp4,Pair2\cogvideo\cogvideo\04455___a green plant growing inside of a cage.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_04455__a_green_plant_growing_inside_of_a_cage.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\07832___a white letter e on a purple background.mp4,Pair2\mora\mora\07832___a white letter e on a purple background.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_07832__a_white_letter_e_on_a_purple_background.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\musev\musev\10018___a black background with some logos on it.mp4,Pair2\musev\musev\10018___a black background with some logos on it.mp4,1,fake,Pair2,musev,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_musev_musev_10018__a_black_background_with_some_logos_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\ms\ms\ms-ed905ae2-ee34-529c-a804-3ce2d5e7e939.mp4,Pair1\ms\ms\ms-ed905ae2-ee34-529c-a804-3ce2d5e7e939.mp4,1,fake,Pair1,ms,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_ms_ms_ms-ed905ae2-ee34-529c-a804-3ce2d5e7e939.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\mora\mora\07294___four different colored dice with the words _playing the decks_.mp4,Pair2\mora\mora\07294___four different colored dice with the words _playing the decks_.mp4,1,fake,Pair2,mora,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_mora_mora_07294__four_different_colored_dice_with_the_words__playing_the_decks_.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\ms\ms\ms-6836d5d3-0d92-5d85-a32b-b121f9ba9b04.mp4,Pair1\ms\ms\ms-6836d5d3-0d92-5d85-a32b-b121f9ba9b04.mp4,1,fake,Pair1,ms,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_ms_ms_ms-6836d5d3-0d92-5d85-a32b-b121f9ba9b04.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\04924___a close up of a teddy bear sitting on a rock.mp4,Pair2\cogvideo\cogvideo\04924___a close up of a teddy bear sitting on a rock.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_04924__a_close_up_of_a_teddy_bear_sitting_on_a_rock.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-4aef9374-9f2b-51a9-89d3-5d4be1f88f1b.mp4,Pair1\vc2\vc2\vc-4aef9374-9f2b-51a9-89d3-5d4be1f88f1b.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-4aef9374-9f2b-51a9-89d3-5d4be1f88f1b.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\musev\musev\13435___a large animal standing in the snow on a foggy day.mp4,Pair2\musev\musev\13435___a large animal standing in the snow on a foggy day.mp4,1,fake,Pair2,musev,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_musev_musev_13435__a_large_animal_standing_in_the_snow_on_a_foggy_day.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\pika\pika\pika-52085ef4-0f41-54af-a053-fa5dc9ede520.mp4,Pair1\pika\pika\pika-52085ef4-0f41-54af-a053-fa5dc9ede520.mp4,1,fake,Pair1,pika,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_pika_pika_pika-52085ef4-0f41-54af-a053-fa5dc9ede520.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\03129___a picture of a window with rain drops on it.mp4,Pair2\cogvideo\cogvideo\03129___a picture of a window with rain drops on it.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_03129__a_picture_of_a_window_with_rain_drops_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\pika\pika\pika-ba73da46-9e5c-5739-abef-c90fe2406aea.mp4,Pair1\pika\pika\pika-ba73da46-9e5c-5739-abef-c90fe2406aea.mp4,1,fake,Pair1,pika,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_pika_pika_pika-ba73da46-9e5c-5739-abef-c90fe2406aea.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\pika\pika\pika-3d912141-6b6e-5cfd-8c30-12bad1a64b89.mp4,Pair1\pika\pika\pika-3d912141-6b6e-5cfd-8c30-12bad1a64b89.mp4,1,fake,Pair1,pika,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_pika_pika_pika-3d912141-6b6e-5cfd-8c30-12bad1a64b89.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\svd\svd\05471___a close up of a tree with leaves on it.mp4,Pair2\svd\svd\05471___a close up of a tree with leaves on it.mp4,1,fake,Pair2,svd,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_svd_svd_05471__a_close_up_of_a_tree_with_leaves_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\musev\musev\04325___a pink burner on top of a stove.mp4,Pair2\musev\musev\04325___a pink burner on top of a stove.mp4,1,fake,Pair2,musev,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_musev_musev_04325__a_pink_burner_on_top_of_a_stove.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-4aef9374-9f2b-51a9-89d3-5d4be1f88f1b.mp4,Pair1\t2vz\t2vz\t2vz-4aef9374-9f2b-51a9-89d3-5d4be1f88f1b.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-4aef9374-9f2b-51a9-89d3-5d4be1f88f1b.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\ms\ms\ms-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,Pair1\ms\ms\ms-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,1,fake,Pair1,ms,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_ms_ms_ms-07de788b-da8a-5eba-b85c-7a3bb267ea0b.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\ms\ms\ms-807ec19f-d33e-5059-8aa2-877ca8f7c20f.mp4,Pair1\ms\ms\ms-807ec19f-d33e-5059-8aa2-877ca8f7c20f.mp4,1,fake,Pair1,ms,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_ms_ms_ms-807ec19f-d33e-5059-8aa2-877ca8f7c20f.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\08566___a close up of a metal cylinder with a gauge on it.mp4,Pair2\cogvideo\cogvideo\08566___a close up of a metal cylinder with a gauge on it.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_08566__a_close_up_of_a_metal_cylinder_with_a_gauge_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-3d22a760-43ce-5ddf-a6a6-2813cf54d6b7.mp4,Pair1\vc2\vc2\vc-3d22a760-43ce-5ddf-a6a6-2813cf54d6b7.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-3d22a760-43ce-5ddf-a6a6-2813cf54d6b7.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\t2vz\t2vz\t2vz-2de502f9-15f8-5091-b937-972cf561c94a.mp4,Pair1\t2vz\t2vz\t2vz-2de502f9-15f8-5091-b937-972cf561c94a.mp4,1,fake,Pair1,t2vz,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_t2vz_t2vz_t2vz-2de502f9-15f8-5091-b937-972cf561c94a.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\02320___a speedometer with the word scotty written on it.mp4,Pair2\cogvideo\cogvideo\02320___a speedometer with the word scotty written on it.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_02320__a_speedometer_with_the_word_scotty_written_on_it.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\svd\svd\03011___a car driving down a dark highway at night.mp4,Pair2\svd\svd\03011___a car driving down a dark highway at night.mp4,1,fake,Pair2,svd,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_svd_svd_03011__a_car_driving_down_a_dark_highway_at_night.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-ccb9b3b6-4648-507c-a041-71a022447232.mp4,Pair1\vc2\vc2\vc-ccb9b3b6-4648-507c-a041-71a022447232.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-ccb9b3b6-4648-507c-a041-71a022447232.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\svd\svd\05360___a car driving down a street with graffiti on a wall.mp4,Pair2\svd\svd\05360___a car driving down a street with graffiti on a wall.mp4,1,fake,Pair2,svd,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_svd_svd_05360__a_car_driving_down_a_street_with_graffiti_on_a_wall.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vc2\vc2\vc-ff2b6437-8e05-5974-948a-46e35895dc41.mp4,Pair1\vc2\vc2\vc-ff2b6437-8e05-5974-948a-46e35895dc41.mp4,1,fake,Pair1,vc2,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair1_vc2_vc2_vc-ff2b6437-8e05-5974-948a-46e35895dc41.mp4,1
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\cogvideo\cogvideo\05197___a child is kneading dough on a table.mp4,Pair2\cogvideo\cogvideo\05197___a child is kneading dough on a table.mp4,1,fake,Pair2,cogvideo,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\fake\Pair2_cogvideo_cogvideo_05197__a_child_is_kneading_dough_on_a_table.mp4,1
